actual_support_overlap,cuda_event_ms,height,mode,n_gaussians,phase,repeat,requested_support_overlap,seed,support_aabb_visits,width,within_cell_measurement_order,work_scope
4.666259765625,0.5396479964256287,128,cuda_block_reduce,512,exact_backward,0,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.5181440114974976,128,cuda_block_reduce,512,exact_backward,1,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.5171200037002563,128,cuda_block_reduce,512,exact_backward,2,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.5108159780502319,128,cuda_block_reduce,512,exact_backward,3,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.5314559936523438,128,cuda_block_reduce,512,exact_backward,4,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.5129600167274475,128,cuda_block_reduce,512,exact_backward,5,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.5142719745635986,128,cuda_block_reduce,512,exact_backward,6,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.5150719881057739,128,cuda_block_reduce,512,exact_backward,7,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.5067520141601562,128,cuda_block_reduce,512,exact_backward,8,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.5058559775352478,128,cuda_block_reduce,512,exact_backward,9,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.4996800124645233,128,cuda_block_reduce,512,exact_backward,10,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.4947200119495392,128,cuda_block_reduce,512,exact_backward,11,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
4.666259765625,0.4853760004043579,128,cuda_block_reduce,512,exact_backward,12,4.0,0,76452,128,1,synthetic_microfit_cuda_event_device_timeline_only
